"subject","chain_id","grade","source_item","linked_item","linked_across_grades","component_grades"
"Maths","maths_chain2",3,"m279_nv3","g3_to_g4__m279_nv3",TRUE,"3,4"
"Maths","maths_chain2",4,"m279_nv3","g3_to_g4__m279_nv3",TRUE,"3,4"
"Maths","maths_chain2",4,"m2100_nv3","g4__m2100_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m2102","g4__m2102",FALSE,"4"
"Maths","maths_chain2",4,"m2103_nv3","g4__m2103_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m2104_nv","g4__m2104_nv",FALSE,"4"
"Maths","maths_chain2",4,"m2105_nv3","g4__m2105_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m230","g4__m230",FALSE,"4"
"Maths","maths_chain2",4,"m260","g4__m260",FALSE,"4"
"Maths","maths_chain2",4,"m261","g4__m261",FALSE,"4"
"Maths","maths_chain2",4,"m282_nv","g4__m282_nv",FALSE,"4"
"Maths","maths_chain2",4,"m283_nv","g4__m283_nv",FALSE,"4"
"Maths","maths_chain2",4,"m284_nv","g4__m284_nv",FALSE,"4"
"Maths","maths_chain2",4,"m285_nv3","g4__m285_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m289_nv3","g4__m289_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m290_nv","g4__m290_nv",FALSE,"4"
"Maths","maths_chain2",4,"m291","g4__m291",FALSE,"4"
"Maths","maths_chain2",4,"m293_nv2","g4__m293_nv2",FALSE,"4"
"Maths","maths_chain2",4,"m294_nv3","g4__m294_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m295_nv3","g4__m295_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m296_nv3","g4__m296_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m297","g4__m297",FALSE,"4"
"Maths","maths_chain2",4,"m298_nv3","g4__m298_nv3",FALSE,"4"
"Maths","maths_chain2",4,"m299","g4__m299",FALSE,"4"
"Maths","maths_chain2",4,"m2101","g4_to_g5__m2101",TRUE,"4,5"
"Maths","maths_chain2",5,"m2101","g4_to_g5__m2101",TRUE,"4,5"
"Maths","maths_chain2",4,"m2107","g4_to_g5__m2107",TRUE,"4,5"
"Maths","maths_chain2",5,"m2107","g4_to_g5__m2107",TRUE,"4,5"
"Maths","maths_chain2",4,"m2108","g4_to_g5__m2108",TRUE,"4,5"
"Maths","maths_chain2",5,"m2108","g4_to_g5__m2108",TRUE,"4,5"
"Maths","maths_chain2",4,"m286_nv","g4_to_g5__m286_nv",TRUE,"4,5"
"Maths","maths_chain2",5,"m286_nv","g4_to_g5__m286_nv",TRUE,"4,5"
"Maths","maths_chain2",5,"m2104_nv","g5__m2104_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2110_nv","g5__m2110_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2111","g5__m2111",FALSE,"5"
"Maths","maths_chain2",5,"m2112_nv3","g5__m2112_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m21148_nva2","g5__m21148_nva2",FALSE,"5"
"Maths","maths_chain2",5,"m21148_nvb2","g5__m21148_nvb2",FALSE,"5"
"Maths","maths_chain2",5,"m2115_nv","g5__m2115_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2116_nv","g5__m2116_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2118","g5__m2118",FALSE,"5"
"Maths","maths_chain2",5,"m2119_nv3","g5__m2119_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2120_nv3","g5__m2120_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2121_nv","g5__m2121_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2123_nv","g5__m2123_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2124_nv","g5__m2124_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2125_nv3","g5__m2125_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2126_nv3","g5__m2126_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2128_nv3","g5__m2128_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2131_nv","g5__m2131_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2133_nv3","g5__m2133_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2134_nv3","g5__m2134_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2135","g5__m2135",FALSE,"5"
"Maths","maths_chain2",5,"m2136_nv3","g5__m2136_nv3",FALSE,"5"
"Maths","maths_chain2",5,"m2138","g5__m2138",FALSE,"5"
"Maths","maths_chain2",5,"m2139_nv","g5__m2139_nv",FALSE,"5"
"Maths","maths_chain2",5,"m2140_nv","g5__m2140_nv",FALSE,"5"
"Maths","maths_chain2",5,"m282_nv","g5__m282_nv",FALSE,"5"
"Maths","maths_chain2",5,"m296_nv","g5__m296_nv",FALSE,"5"
"Maths","maths_chain3",6,"m2107","g6__m2107",FALSE,"6"
"Maths","maths_chain3",6,"m2139_nv","g6__m2139_nv",FALSE,"6"
"Maths","maths_chain3",6,"m2140_nv","g6__m2140_nv",FALSE,"6"
"Maths","maths_chain3",6,"m259","g6__m259",FALSE,"6"
"Maths","maths_chain3",6,"m286_nv","g6__m286_nv",FALSE,"6"
"Maths","maths_chain3",6,"m610y3_nv3","g6__m610y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m611y3_nv3","g6__m611y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m614y3_nv3","g6__m614y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m615y3_nv3","g6__m615y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m616y3_nv3","g6__m616y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m617y3_nv3","g6__m617y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m618y3_nv3","g6__m618y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m61y3_nv3","g6__m61y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m620y3_nv3","g6__m620y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m621y3_nv3","g6__m621y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m622y3_nv3","g6__m622y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m623y3_nv3","g6__m623y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m624y3_nv3","g6__m624y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m625y3_nv3","g6__m625y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m626y3_nv3","g6__m626y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m62y3_nv3","g6__m62y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m63y3_nv3","g6__m63y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m64y3_nv3","g6__m64y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m67y3_nv3","g6__m67y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m68y3_nv3","g6__m68y3_nv3",FALSE,"6"
"Maths","maths_chain3",6,"m69y3_nv3","g6__m69y3_nv3",FALSE,"6"
